"Diseases & Risk Factors","Indicator Name","Cancer Type","Year","Country Name","Region","Gender","Area","Numeric","Lower Confidence Limit","Upper Confidence Limit","Comment",
"Obesity/unhealthy diet","Total NCD deaths","","2005","Nepal","South-East Asia Region","Females","","36275.3","19872.16","60630.3","",
"Obesity/unhealthy diet","Total NCD deaths","","2006","Nepal","South-East Asia Region","Total","","73436.57","40966.2","121893.3","",
"Obesity/unhealthy diet","Total NCD deaths","","2006","Nepal","South-East Asia Region","Males","","35976.72","20345.05","59632.19","",
"Obesity/unhealthy diet","Total NCD deaths","","2006","Nepal","South-East Asia Region","Females","","37459.85","20621.15","62261.11","",
"Obesity/unhealthy diet","Total NCD deaths","","2007","Nepal","South-East Asia Region","Total","","77141.16","43332.77","127026.4","",
"Obesity/unhealthy diet","Total NCD deaths","","2007","Nepal","South-East Asia Region","Males","","38412.34","21936.49","62966.83","",
"Obesity/unhealthy diet","Total NCD deaths","","2007","Nepal","South-East Asia Region","Females","","38728.83","21396.28","64059.61","",
"Obesity/unhealthy diet","Total NCD deaths","","2008","Nepal","South-East Asia Region","Total","","81220.37","45872.99","132946.4","",
"Obesity/unhealthy diet","Total NCD deaths","","2008","Nepal","South-East Asia Region","Males","","41261.85","23744.79","67084.73","",
"Obesity/unhealthy diet","Total NCD deaths","","2008","Nepal","South-East Asia Region","Females","","39958.52","22128.2","65861.65","",
"Obesity/unhealthy diet","Total NCD deaths","","2009","Nepal","South-East Asia Region","Total","","85623.26","48583.19","139445.8","",
"Obesity/unhealthy diet","Total NCD deaths","","2009","Nepal","South-East Asia Region","Males","","44310.86","25703.1","71476.81","",
"Obesity/unhealthy diet","Total NCD deaths","","2009","Nepal","South-East Asia Region","Females","","41312.4","22880.09","67968.96","",
"Obesity/unhealthy diet","Total NCD deaths","","2010","Nepal","South-East Asia Region","Total","","88624.18","50383.53","143922.9","",
"Obesity/unhealthy diet","Total NCD deaths","","2010","Nepal","South-East Asia Region","Males","","46102.86","26821.01","74204.53","",
"Obesity/unhealthy diet","Total NCD deaths","","2010","Nepal","South-East Asia Region","Females","","42521.32","23562.52","69718.37","",
"Obesity/unhealthy diet","Total NCD deaths","","2011","Nepal","South-East Asia Region","Total","","93548.27","53329.35","151265.2","",
"Obesity/unhealthy diet","Total NCD deaths","","2011","Nepal","South-East Asia Region","Males","","49148.42","28763.04","78647.41","",
"Obesity/unhealthy diet","Total NCD deaths","","2011","Nepal","South-East Asia Region","Females","","44399.84","24566.3","72617.73","",
"Obesity/unhealthy diet","Total NCD deaths","","2012","Nepal","South-East Asia Region","Total","","97231.82","55606.13","156822.1","",
"Obesity/unhealthy diet","Total NCD deaths","","2012","Nepal","South-East Asia Region","Males","","51040.21","30049.65","81330.01","",
"Obesity/unhealthy diet","Total NCD deaths","","2012","Nepal","South-East Asia Region","Females","","46191.61","25556.48","75492.09","",
"Obesity/unhealthy diet","Total NCD deaths","","2013","Nepal","South-East Asia Region","Total","","100148.1","57023.73","162116.5","",
"Obesity/unhealthy diet","Total NCD deaths","","2013","Nepal","South-East Asia Region","Males","","52276.39","30717.62","83524.86","",
"Obesity/unhealthy diet","Total NCD deaths","","2013","Nepal","South-East Asia Region","Females","","47871.75","26306.11","78591.59","",
"Obesity/unhealthy diet","Total NCD deaths","","2014","Nepal","South-East Asia Region","Total","","102767.5","58254.61","166808.9","",
"Obesity/unhealthy diet","Total NCD deaths","","2014","Nepal","South-East Asia Region","Males","","53264.51","31182.1","85318.16","",
"Obesity/unhealthy diet","Total NCD deaths","","2014","Nepal","South-East Asia Region","Females","","49503.04","27072.51","81490.78","",
"Obesity/unhealthy diet","Total NCD deaths","","2015","Nepal","South-East Asia Region","Total","","104619.8","59024.54","170143.5","",
"Obesity/unhealthy diet","Total NCD deaths","","2015","Nepal","South-East Asia Region","Males","","53704.11","31409.13","86156.64","",
"Obesity/unhealthy diet","Total NCD deaths","","2015","Nepal","South-East Asia Region","Females","","50915.67","27615.41","83986.89","",
"Obesity/unhealthy diet","Total NCD deaths","","2016","Nepal","South-East Asia Region","Total","","106884.1","60036.28","174266.2","",
"Obesity/unhealthy diet","Total NCD deaths","","2016","Nepal","South-East Asia Region","Males","","54237.54","31627.45","87137.99","",
"Obesity/unhealthy diet","Total NCD deaths","","2016","Nepal","South-East Asia Region","Females","","52646.57","28408.82","87128.24","",
"Obesity/unhealthy diet","Total NCD deaths","","2017","Nepal","South-East Asia Region","Total","","110356.4","61761.57","180162.5","",
"Obesity/unhealthy diet","Total NCD deaths","","2017","Nepal","South-East Asia Region","Males","","55778.12","32423.38","89694.76","",
"Obesity/unhealthy diet","Total NCD deaths","","2017","Nepal","South-East Asia Region","Females","","54578.27","29338.18","90467.73","",
"Obesity/unhealthy diet","Total NCD deaths","","2018","Nepal","South-East Asia Region","Total","","114166.8","63589.82","186465.5","",
"Obesity/unhealthy diet","Total NCD deaths","","2018","Nepal","South-East Asia Region","Males","","57671.27","33365.34","92691.14","",
"Obesity/unhealthy diet","Total NCD deaths","","2018","Nepal","South-East Asia Region","Females","","56495.48","30224.49","93774.38","",
"Obesity/unhealthy diet","Total NCD deaths","","2019","Nepal","South-East Asia Region","Total","","117272.8","65042.71","191878.4","",
"Obesity/unhealthy diet","Total NCD deaths","","2019","Nepal","South-East Asia Region","Males","","59210.32","34132.99","95294.98","",
"Obesity/unhealthy diet","Total NCD deaths","","2019","Nepal","South-East Asia Region","Females","","58062.43","30909.73","96583.38","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2000","Nepal","South-East Asia Region","Total","","17580.26","10152.44","28530.56","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2000","Nepal","South-East Asia Region","Males","","8458.222","5058.249","13612.32","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2000","Nepal","South-East Asia Region","Females","","9122.037","5094.187","14918.25","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2001","Nepal","South-East Asia Region","Total","","17986.87","10415.13","29100.04","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2001","Nepal","South-East Asia Region","Males","","8756.558","5234.606","14105.64","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2001","Nepal","South-East Asia Region","Females","","9230.315","5180.527","14994.4","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2002","Nepal","South-East Asia Region","Total","","18478.19","10669.19","29884.33","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2002","Nepal","South-East Asia Region","Males","","9045.447","5368.921","14615.93","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2002","Nepal","South-East Asia Region","Females","","9432.737","5300.271","15268.39","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2003","Nepal","South-East Asia Region","Total","","19490.04","11285.61","31469.06","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2003","Nepal","South-East Asia Region","Males","","9791.284","5815.368","15820.25","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2003","Nepal","South-East Asia Region","Females","","9698.759","5470.239","15648.81","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2004","Nepal","South-East Asia Region","Total","","20233.77","11773.93","32532.89","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2004","Nepal","South-East Asia Region","Males","","10464.52","6221.208","16849.14","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2004","Nepal","South-East Asia Region","Females","","9769.25","5552.718","15683.75","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2005","Nepal","South-East Asia Region","Total","","21567.63","12637.37","34561.27","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2005","Nepal","South-East Asia Region","Males","","11477.51","6846.109","18386.78","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2005","Nepal","South-East Asia Region","Females","","10090.13","5791.26","16174.5","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2006","Nepal","South-East Asia Region","Total","","23079.4","13603.72","36714.14","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2006","Nepal","South-East Asia Region","Males","","12656.07","7604.454","20103.54","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2006","Nepal","South-East Asia Region","Females","","10423.33","5999.264","16610.6","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2007","Nepal","South-East Asia Region","Total","","24506.72","14552.5","38790.76","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2007","Nepal","South-East Asia Region","Males","","13699.79","8292.617","21603.19","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2007","Nepal","South-East Asia Region","Females","","10806.92","6259.888","17187.58","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2008","Nepal","South-East Asia Region","Total","","26097.5","15549.62","41102.21","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2008","Nepal","South-East Asia Region","Males","","14935.07","9072.418","23412.36","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2008","Nepal","South-East Asia Region","Females","","11162.43","6477.198","17689.86","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2009","Nepal","South-East Asia Region","Total","","27851.26","16669.11","43618.98","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2009","Nepal","South-East Asia Region","Males","","16271.45","9953.879","25297.67","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2009","Nepal","South-East Asia Region","Females","","11579.81","6715.229","18321.31","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2010","Nepal","South-East Asia Region","Total","","28996.98","17402.02","45272.78","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2010","Nepal","South-East Asia Region","Males","","17058.81","10461.14","26475.38","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2010","Nepal","South-East Asia Region","Females","","11938.17","6940.878","18797.4","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2011","Nepal","South-East Asia Region","Total","","30845.52","18570.25","47949.87","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2011","Nepal","South-East Asia Region","Males","","18379.58","11334.42","28318.35","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2011","Nepal","South-East Asia Region","Females","","12465.95","7235.828","19631.52","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2012","Nepal","South-East Asia Region","Total","","32111.6","19450.85","49639.82","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2012","Nepal","South-East Asia Region","Males","","19179.38","11940.02","29280.09","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2012","Nepal","South-East Asia Region","Females","","12932.22","7510.826","20359.73","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2013","Nepal","South-East Asia Region","Total","","33063.43","19914.05","51340.23","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2013","Nepal","South-East Asia Region","Males","","19710.65","12241.55","30183.94","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2013","Nepal","South-East Asia Region","Females","","13352.78","7672.505","21156.29","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2014","Nepal","South-East Asia Region","Total","","33887.33","20308.01","52744.58","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2014","Nepal","South-East Asia Region","Males","","20134.99","12468.28","30810.37","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2014","Nepal","South-East Asia Region","Females","","13752.34","7839.738","21934.21","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2015","Nepal","South-East Asia Region","Total","","34430.84","20515.65","53749.01","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2015","Nepal","South-East Asia Region","Males","","20341.73","12591.89","31094.3","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2015","Nepal","South-East Asia Region","Females","","14089.11","7923.756","22654.71","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2016","Nepal","South-East Asia Region","Total","","35075.01","20756.77","55011.34","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2016","Nepal","South-East Asia Region","Males","","20568.46","12708.43","31519.09","",
"Obesity/unhealthy diet","Number of deaths due to cardiovascular diseases","","2016","Nepal","South-East Asia Region","Females","","14506.54","8048.346","23492.24","",
